F1,F2,F3,F4,F5,F6,F7,F8,NIR_1,NIR_2,Class
24,68,65,161,322,361,293,159,58,56,2
25,69,66,165,323,363,295,160,58,58,2
7,16,19,44,83,94,76,42,30,30,2
9,21,25,56,109,123,100,55,34,34,2
25,69,66,165,325,366,297,161,58,57,2
24,66,63,157,309,347,282,152,56,56,2
5,10,13,29,56,63,51,29,28,28,2
23,63,61,152,300,337,274,149,54,56,2
25,68,65,163,320,359,293,158,56,56,2
14,38,40,96,186,209,171,93,42,42,2
5,11,13,29,56,63,52,29,28,28,2
25,69,66,164,319,358,291,158,58,58,2
24,65,63,156,316,355,289,156,54,56,2
5,11,13,29,56,63,52,29,28,28,2
22,59,58,143,282,316,258,140,52,52,2
24,67,65,161,319,359,291,158,56,56,2
14,38,40,96,186,210,171,93,42,42,2
4,11,14,29,56,63,51,29,28,28,2
25,70,67,166,325,365,298,161,58,58,2
24,66,63,158,308,347,283,154,56,55,2
5,11,13,29,56,63,51,29,28,26,2
24,65,63,157,312,350,286,154,54,56,2
24,67,64,160,305,343,279,151,56,54,2
5,11,13,29,56,63,52,29,28,26,2
18,48,49,119,234,262,213,116,47,48,2
25,69,65,164,320,361,293,158,58,58,2
15,38,40,96,186,209,171,93,42,42,2
5,10,13,29,56,63,51,29,28,28,2
25,70,66,166,323,364,295,160,58,56,2
23,63,61,152,300,338,275,149,54,56,2
5,11,13,29,56,63,51,29,28,28,2
24,66,64,159,317,354,289,156,56,56,2
24,67,64,159,313,350,286,155,56,56,2
5,11,13,29,56,63,52,29,28,28,2
22,61,60,149,296,334,271,147,52,54,2
24,66,64,159,306,345,281,152,56,54,2
6,16,19,43,83,93,76,43,30,30,2
16,43,45,107,209,235,192,104,46,46,2
24,68,65,162,306,344,279,152,56,54,2
14,38,41,96,186,209,171,93,42,42,2
5,11,13,29,56,63,52,29,28,28,2
25,70,67,166,323,364,296,160,58,56,2
23,64,62,154,302,339,277,150,54,54,2
5,10,13,29,56,63,52,29,26,26,2
25,70,66,167,327,367,299,162,58,58,2
25,68,65,162,318,358,290,157,58,56,2
5,11,13,29,56,63,52,29,28,28,2
25,70,67,166,325,365,297,161,58,58,2
25,71,67,168,329,370,301,163,58,58,2
5,11,13,29,56,63,52,29,28,26,2
25,69,66,163,320,362,293,159,56,56,2
26,72,67,170,333,374,305,165,58,58,2
5,10,13,29,56,63,52,29,26,28,2
24,68,65,162,318,358,291,158,56,56,2
26,72,68,171,336,378,308,166,58,60,2
5,11,13,29,56,63,52,29,28,28,2
25,68,66,163,318,359,291,158,58,56,2
26,73,68,172,337,379,308,167,58,60,2
4,11,13,29,56,63,52,29,26,26,2
24,66,64,158,311,349,285,155,56,56,2
26,73,68,172,337,379,308,167,60,58,2
4,11,13,29,56,63,52,29,28,28,2
22,60,59,145,283,318,259,140,52,54,2
26,73,68,172,337,378,308,167,60,58,2
9,21,25,56,109,122,100,55,34,34,2
14,38,41,95,186,209,171,93,42,42,2
26,72,67,171,337,378,308,166,60,58,2
13,32,36,83,161,181,148,81,38,38,2
9,22,25,56,109,122,99,55,34,34,2
26,72,68,170,332,374,304,165,58,58,2
20,55,54,133,260,292,237,129,51,50,2
5,11,13,29,56,63,51,29,28,28,2
26,71,67,169,332,373,304,165,58,58,2
24,66,64,158,310,350,285,155,56,56,2
5,11,13,29,56,63,51,29,28,28,2
25,68,65,162,325,366,297,161,58,58,2
24,66,63,157,313,352,286,155,56,56,2
5,11,13,29,56,63,51,29,28,28,2
23,63,61,152,294,331,270,147,54,54,2
25,69,65,163,314,353,288,157,58,56,2
5,11,13,29,56,63,52,29,28,28,2
20,55,54,132,260,292,237,129,50,52,2
24,67,64,160,317,355,289,156,56,56,2
11,27,30,70,134,151,123,68,36,36,2
11,27,30,69,135,151,123,68,36,36,2
26,71,68,168,325,366,297,161,58,58,2
18,49,49,119,234,262,213,116,48,48,2
5,11,13,29,56,63,51,29,28,28,2
25,71,67,168,330,371,302,164,58,58,2
23,64,62,153,299,337,274,149,54,56,2
5,11,13,29,56,63,52,29,28,28,2
26,72,67,169,332,373,304,165,58,58,2
24,68,65,162,320,358,291,158,56,56,2
5,11,13,29,56,63,52,29,28,28,2
25,71,66,167,329,370,301,163,58,58,2
25,70,67,167,327,368,299,162,58,58,2
5,11,13,29,56,63,51,29,28,28,2
25,69,67,164,324,365,297,161,58,56,2
26,71,67,169,329,371,302,164,58,58,2
5,10,13,29,56,63,52,29,28,26,2
24,68,65,161,316,355,289,157,56,56,2
26,72,67,170,335,375,306,165,58,58,2
5,10,13,29,56,62,52,29,28,28,2
24,66,64,157,309,347,283,153,54,55,2
26,72,68,169,332,375,305,165,58,59,2
5,10,13,29,56,63,52,29,28,26,2
22,60,59,144,283,317,259,140,52,53,2
25,71,67,168,331,372,303,164,58,58,2
7,16,19,42,83,93,76,43,30,30,2
18,48,49,119,233,261,212,116,47,47,2
24,68,65,161,320,360,293,159,56,58,2
9,21,25,56,109,122,100,55,34,34,2
16,43,44,107,209,234,191,104,46,46,2
25,69,66,163,318,358,291,158,56,58,2
11,27,30,70,134,151,124,68,36,36,2
14,38,40,95,185,208,170,93,42,42,2
24,67,64,159,320,360,292,158,56,56,2
12,32,36,83,161,181,147,81,38,40,2
31,92,90,220,414,454,344,182,74,72,2
6,13,18,37,68,75,57,31,36,38,2
27,82,82,196,368,404,306,162,70,68,2
33,98,94,233,437,478,363,191,75,76,2
19,55,59,136,254,279,211,112,56,56,2
6,13,18,37,68,74,57,31,37,38,2
32,97,94,229,431,472,358,189,76,75,2
33,98,95,233,437,478,362,192,78,76,2
8,20,26,54,100,111,84,45,40,40,2
13,33,40,88,163,178,136,72,46,47,2
33,98,95,233,437,477,362,191,77,77,2
31,92,90,220,412,451,343,181,74,74,2
6,13,18,37,68,74,57,31,38,36,2
29,88,87,211,395,433,329,174,72,72,2
33,98,95,233,437,478,363,192,77,76,2
19,54,59,136,254,278,211,112,56,56,2
6,13,18,37,68,74,57,31,36,38,2
32,96,93,227,427,468,355,187,76,75,2
33,98,95,233,439,480,364,192,76,76,2
11,27,33,71,132,144,110,59,44,44,2
8,20,26,54,100,110,84,45,40,38,2
33,99,96,234,440,481,365,193,76,77,2
32,97,94,231,433,473,358,189,74,72,2
6,13,18,37,68,74,57,31,37,38,2
17,48,53,120,226,247,187,100,52,52,2
33,99,95,234,440,482,365,193,76,76,2
31,92,91,221,416,455,345,182,73,74,2
5,13,18,37,68,75,57,31,36,36,2
25,75,76,183,342,375,285,151,66,66,2
33,99,95,235,441,482,367,193,76,76,2
23,68,71,168,315,345,261,138,64,62,2
6,13,18,37,68,74,57,31,37,38,2
32,95,93,226,425,464,352,186,75,76,2
33,99,94,235,441,482,366,193,76,77,2
11,27,33,71,132,144,110,59,44,44,2
8,20,26,54,100,110,84,45,40,40,2
33,99,95,235,441,483,367,193,76,76,2
31,94,92,224,421,460,349,184,76,75,2
6,13,18,37,68,74,57,31,38,36,2
29,88,87,211,396,433,328,174,74,72,2
33,99,95,235,441,483,367,193,77,76,2
14,41,46,105,196,214,163,86,52,52,2
6,13,18,37,68,74,57,31,38,38,2
33,99,95,235,442,483,367,194,78,79,2
32,96,94,230,432,473,358,189,77,77,2
6,13,18,37,68,74,57,31,38,38,2
23,68,71,168,315,344,261,138,60,60,2
33,99,95,235,442,484,368,194,74,74,2
23,68,70,168,314,345,262,138,60,60,2
6,13,18,37,67,74,57,31,33,34,2
32,96,93,227,427,467,354,187,73,73,2
33,100,95,236,444,485,368,194,73,74,2
10,27,33,72,132,144,110,59,42,42,2
8,20,26,54,100,110,84,45,38,38,2
33,99,96,234,444,486,369,195,74,74,2
32,95,92,226,424,464,352,186,72,72,2
6,13,18,37,68,74,57,31,34,34,2
25,75,76,183,343,375,285,151,62,64,2
33,99,96,234,440,481,365,193,74,74,2
23,69,70,168,315,345,262,138,60,60,2
6,13,18,37,68,74,57,31,34,34,2
31,94,92,224,422,461,349,185,72,72,2
33,99,95,234,441,482,365,193,74,74,2
14,41,46,105,196,214,163,86,48,48,2
6,13,18,37,67,74,57,31,34,32,2
33,98,95,233,439,479,363,192,74,72,2
33,99,95,236,442,484,367,194,72,74,2
8,20,26,54,100,110,84,45,38,38,2
13,33,40,87,163,178,135,73,44,44,2
33,100,95,236,443,484,368,194,74,74,2
32,95,93,227,428,468,355,187,72,74,2
6,13,18,37,67,74,57,31,34,34,2
23,68,71,167,314,344,261,138,60,60,2
33,100,95,237,444,485,369,195,73,74,2
23,68,70,168,315,344,261,138,60,60,2
5,13,18,37,67,74,57,31,32,34,2
32,96,94,228,429,469,356,188,74,72,2
33,100,96,237,444,486,369,195,74,74,2
7,20,26,54,100,111,84,45,36,38,2
14,41,46,104,195,214,162,87,48,48,2
33,100,96,236,446,488,370,196,74,75,2
29,88,87,211,397,432,328,174,70,68,2
6,13,18,37,68,74,57,31,32,34,2
32,95,93,226,426,465,353,187,72,72,2
33,100,95,237,446,487,370,195,73,75,2
13,33,40,88,163,178,136,73,44,44,2
8,20,26,54,100,110,84,45,38,38,2
33,100,96,237,446,489,370,196,74,74,2
32,94,92,225,424,464,352,186,72,72,2
6,13,18,37,68,74,57,31,34,34,2
25,75,76,183,341,374,284,151,62,62,2
33,99,94,234,439,479,364,192,74,74,2
21,61,65,151,283,309,234,125,56,56,2
5,13,18,37,67,74,57,31,34,34,2
32,96,93,227,427,467,355,187,72,72,2
33,98,95,232,438,479,365,192,74,74,2
8,20,26,54,100,110,84,45,38,38,2
10,27,33,71,131,144,110,59,40,40,2
33,97,94,231,435,477,362,191,74,74,2
31,93,91,221,415,456,345,183,72,72,2
6,13,18,37,68,74,57,31,32,34,2
27,81,81,195,369,403,305,161,66,66,2
33,98,94,232,436,477,362,191,74,74,2
19,54,59,135,254,278,210,112,52,52,2
5,13,18,37,68,74,57,31,34,34,2
32,96,94,228,430,470,357,189,72,74,2
32,97,93,232,435,476,361,191,74,74,2
6,13,18,37,67,74,57,31,34,34,2
16,47,53,120,225,246,187,100,50,50,2
32,97,94,231,435,475,361,191,73,74,2
25,75,76,183,343,375,285,151,64,62,2
6,13,18,37,68,74,57,31,34,34,2
32,95,93,226,424,463,352,186,72,72,2
32,96,94,229,430,471,357,189,74,74,2
6,13,18,37,67,74,57,31,34,34,2
23,68,70,167,314,344,261,138,60,60,2
32,97,94,231,435,476,361,190,74,74,2
14,40,46,104,195,214,162,86,48,46,2
8,20,26,54,100,110,84,45,38,36,2
32,98,94,232,436,477,362,191,74,74,2
27,81,81,196,368,403,305,161,66,66,2
6,13,18,37,67,74,57,31,34,32,2
32,97,93,230,432,473,359,190,74,74,2
31,94,92,225,423,464,351,187,72,72,2
6,13,18,37,67,74,57,31,34,34,2
31,92,91,220,414,453,344,183,70,72,2
32,97,94,230,433,475,359,190,76,76,2
6,13,18,37,68,74,57,31,44,36,2
23,68,71,167,314,344,261,138,70,70,2
32,97,94,231,433,473,360,190,82,82,2
15,40,46,104,195,214,162,86,56,56,2
11,27,33,71,131,144,110,59,48,50,2
32,97,95,231,435,475,360,191,82,82,2
27,82,81,196,369,402,306,161,75,75,2
6,13,18,37,68,74,57,31,40,38,2
32,95,93,227,429,469,355,188,64,76,2
32,96,93,229,431,471,357,189,58,60,2
5,13,17,37,68,74,56,31,20,20,2
25,75,76,182,343,373,284,151,50,48,2
32,97,94,231,434,475,360,190,60,60,2
16,47,52,120,225,246,187,99,38,38,2
5,13,17,37,68,74,56,31,20,19,2
32,97,94,231,434,476,360,191,59,60,2
31,94,92,225,424,462,352,185,58,58,2
6,13,17,37,68,74,56,30,20,20,2
25,74,76,182,341,373,284,150,49,48,2
32,97,94,231,434,474,360,190,60,60,2
20,60,64,150,282,308,234,124,44,44,2
5,13,17,37,67,74,56,31,20,20,2
31,95,93,226,425,466,353,187,58,58,2
32,97,94,232,435,477,362,191,60,60,2
10,27,33,71,131,144,110,59,28,28,2
5,13,17,36,68,74,56,31,20,20,2
32,98,95,232,437,478,363,192,60,60,2
32,97,94,230,433,474,359,190,60,60,2
8,20,25,54,100,110,84,44,24,24,2
7,20,25,54,99,110,83,45,24,24,2
32,97,95,232,436,477,361,192,60,60,2
32,96,92,228,429,468,356,188,58,58,2
6,13,17,37,67,74,56,31,20,20,2
11,33,39,87,162,177,135,72,30,30,2
32,97,94,231,435,477,361,191,60,60,2
31,94,92,225,425,464,352,186,58,58,2
6,13,17,37,67,74,57,31,20,20,2
14,40,46,104,195,213,162,86,34,34,2
32,97,94,231,435,475,361,191,60,60,2
31,93,91,223,420,460,349,184,58,58,2
5,13,17,37,68,74,56,31,20,20,2
14,40,46,103,195,213,162,86,34,34,2
32,98,95,231,436,476,361,192,60,60,2
31,95,92,226,426,466,354,186,60,60,2
5,13,17,37,67,74,56,31,20,20,2
12,34,40,87,162,177,135,72,30,30,2
32,97,95,231,436,477,363,192,60,60,2
32,96,93,228,428,470,356,188,60,60,2
10,27,33,71,131,143,110,58,26,28,2
5,13,17,36,68,74,56,30,20,20,2
32,96,94,228,429,470,356,188,60,60,2
32,98,95,232,436,477,362,192,60,60,2
16,47,52,120,225,246,186,98,36,38,2
5,13,17,36,68,74,56,31,20,20,2
30,90,89,215,406,445,338,179,56,57,2
32,98,95,232,437,477,363,192,60,60,2
29,87,86,211,395,431,328,173,56,54,2
6,13,17,37,68,74,56,31,18,20,2
18,54,58,134,252,276,209,111,40,40,2
33,98,95,233,437,479,363,193,60,60,2
32,95,93,227,428,468,355,188,60,58,2
8,20,25,54,100,110,84,44,24,24,2
5,13,17,37,67,73,56,31,18,20,2
32,96,93,228,428,469,356,189,58,60,2
32,98,94,233,440,480,365,193,60,60,2
20,61,64,150,281,308,234,124,44,44,2
6,13,17,37,68,74,56,31,20,20,2
25,74,76,182,341,373,284,151,50,48,2
33,99,95,235,439,481,365,193,60,60,2
31,95,92,226,425,464,353,187,58,60,2
6,13,17,37,68,74,56,31,20,20,2
5,13,17,36,68,74,56,31,20,20,2
32,98,95,232,436,477,363,192,60,60,2
33,100,96,236,443,485,369,195,61,60,2
16,47,52,120,224,246,186,100,36,38,2
6,13,17,37,67,74,56,31,20,20,2
30,92,90,219,413,452,342,183,56,56,2
33,100,96,236,446,488,370,196,60,60,2
29,87,86,209,395,431,327,174,54,56,2
5,13,17,37,67,74,56,31,20,20,2
18,54,58,134,252,276,209,111,40,40,2
33,101,96,238,448,489,372,197,62,62,2
32,96,93,228,435,477,362,192,58,60,2
6,13,17,37,68,74,57,31,24,22,2
10,27,33,71,131,144,109,58,28,30,2
32,98,94,233,439,480,363,193,62,62,2
32,97,94,231,435,477,362,192,62,62,2
10,27,33,70,131,143,109,58,30,30,2
6,13,18,37,67,74,56,31,30,24,2
32,96,93,228,429,469,356,189,70,68,2
33,99,94,234,439,481,366,194,70,70,2
16,47,52,120,224,246,187,100,48,48,2
6,13,18,37,67,74,57,31,30,30,2
31,93,92,222,417,458,347,184,70,66,2
33,99,95,233,439,479,363,194,76,78,2
23,68,70,167,314,343,261,139,48,50,2
5,13,17,37,67,74,56,31,20,20,2
25,74,76,182,341,373,283,151,50,50,2
32,98,95,233,439,481,365,194,60,60,2
30,92,90,219,412,453,344,183,56,56,2
5,13,17,36,67,74,56,31,20,20,2
14,40,46,103,194,213,161,86,32,34,2
32,98,95,233,439,480,365,194,60,60,2
32,97,94,232,436,477,363,192,58,60,2
10,27,32,71,131,144,109,58,26,26,2
5,13,17,36,67,73,56,31,20,20,2
32,96,94,228,429,470,355,190,60,58,2
32,99,94,233,438,480,365,194,60,60,2
20,61,64,150,281,308,233,125,44,42,2
5,13,17,36,67,73,56,31,20,20,2
27,81,81,195,366,401,304,162,52,52,2
33,98,94,233,439,480,364,194,61,60,2
30,90,89,216,407,447,339,180,56,56,2
5,13,17,36,67,73,56,30,20,20,2
14,39,45,101,190,208,158,85,34,34,2
32,96,93,226,428,469,356,190,58,58,2
31,94,92,224,423,464,351,187,58,58,2
11,32,38,85,159,174,133,71,30,30,2
5,13,17,36,66,72,55,30,20,20,2
30,90,89,215,406,446,338,181,56,58,2
31,95,92,224,424,464,353,187,54,54,2
24,73,74,179,334,366,279,149,50,50,2
5,12,16,34,71,78,60,32,22,22,2
20,54,53,139,296,303,217,104,62,64,2
7,14,18,42,87,88,65,32,38,38,2
11,25,29,69,148,150,109,53,46,46,2
20,55,53,141,298,305,219,105,62,62,2
20,55,53,140,299,305,219,105,62,62,2
9,22,25,61,128,131,95,46,42,42,2
7,14,18,42,87,88,64,32,36,38,2
20,54,53,138,294,300,216,104,62,62,2
20,55,53,140,299,305,219,105,62,64,2
12,32,36,88,185,189,136,66,48,50,2
4,7,11,21,44,46,34,17,32,32,2
20,53,52,137,290,297,213,103,62,62,2
20,55,53,140,298,305,219,105,62,64,2
16,43,44,114,240,246,178,85,56,54,2
4,7,11,22,44,46,34,17,32,32,2
19,52,51,134,284,290,208,100,62,60,2
20,55,53,140,298,305,219,105,62,64,2
19,51,50,132,281,286,206,99,60,60,2
4,7,11,21,44,46,34,18,32,32,2
18,46,47,122,259,264,190,92,57,56,2
21,55,53,140,299,305,219,105,62,64,2
20,53,52,137,290,297,213,102,62,62,2
3,7,10,22,44,46,34,18,32,32,2
14,36,39,98,206,210,151,72,50,52,2
21,55,53,140,299,305,219,105,64,64,2
20,54,53,139,296,301,217,104,62,62,2
5,11,14,32,66,68,49,24,34,34,2
10,26,29,70,148,150,108,52,46,46,2
20,55,53,140,299,305,219,105,64,64,2
20,54,53,139,297,302,218,104,62,62,2
10,22,25,61,128,131,94,46,42,42,2
7,14,18,42,87,88,64,32,38,36,2
20,54,53,138,293,300,216,104,62,62,2
20,55,53,140,298,305,219,105,64,64,2
12,32,36,88,185,189,136,66,50,48,2
4,7,11,22,44,46,34,17,32,32,2
20,54,52,137,291,296,214,103,62,62,2
20,55,54,141,299,306,220,105,62,64,2
16,43,44,114,241,246,177,85,56,56,2
4,7,11,22,44,46,34,17,32,32,2
19,52,51,134,285,290,209,101,61,62,2
21,55,54,141,299,306,220,106,63,62,2
19,50,50,130,277,282,203,98,62,61,2
4,7,11,21,44,46,34,18,32,32,2
19,52,51,132,281,287,207,100,62,62,2
20,55,54,141,299,306,220,106,62,62,2
20,52,51,134,285,291,209,100,62,62,2
4,7,11,22,44,46,34,17,32,32,2
18,47,47,122,258,264,190,92,58,58,2
21,55,54,141,299,306,220,106,62,64,2
20,54,52,137,292,299,214,103,64,62,2
4,7,11,22,44,46,34,17,32,32,2
15,39,41,105,224,228,165,79,54,54,2
21,55,54,141,299,306,220,106,64,64,2
20,54,53,139,294,301,216,104,62,62,2
4,7,10,21,44,46,34,17,34,32,2
15,39,41,105,224,228,164,79,54,54,2
21,55,54,141,299,306,220,106,64,64,2
20,54,53,138,295,301,217,104,64,62,2
4,7,11,22,44,46,34,17,34,34,2
14,36,38,97,206,210,151,73,52,52,2
20,56,54,141,300,307,221,106,64,64,2
20,54,53,139,295,301,217,104,62,64,2
3,7,10,22,44,46,34,17,32,33,2
14,36,38,97,206,210,151,72,50,52,2
21,55,54,141,299,307,221,106,64,64,2
20,54,52,137,292,299,215,103,62,62,2
3,7,10,22,44,46,34,17,32,32,2
18,47,47,122,258,263,190,92,58,58,2
21,56,54,141,299,307,221,106,64,62,2
19,52,51,132,281,287,207,100,62,62,2
4,7,11,22,44,46,34,17,32,32,2
20,53,52,136,289,295,212,102,62,62,2
21,55,54,141,298,306,221,106,64,64,2
13,33,36,87,184,189,136,66,50,49,2
5,11,14,32,65,68,49,24,36,34,2
21,55,54,140,297,304,219,105,64,62,2
20,55,53,140,297,304,219,105,62,62,2
5,11,14,32,67,67,49,24,34,36,2
15,40,41,105,224,228,165,79,54,54,2
21,56,54,141,300,308,221,106,64,64,2
19,52,51,132,281,287,208,100,62,62,2
4,7,11,22,44,46,34,17,32,32,2
20,53,52,136,288,295,212,102,62,62,2
20,55,54,141,300,307,221,106,64,64,2
10,26,29,71,148,150,109,53,46,46,2
8,18,22,51,106,110,79,39,41,40,2
21,56,54,141,300,307,221,106,64,64,2
20,55,53,139,294,303,217,104,62,64,2
4,7,10,22,44,46,34,18,32,34,2
19,52,51,132,281,288,207,101,62,62,2
21,56,54,141,300,308,221,106,64,64,2
15,40,41,106,224,228,165,79,54,54,2
4,7,11,21,44,46,34,17,34,34,2
21,55,54,140,297,305,220,105,64,64,2
21,56,54,141,300,307,221,106,64,64,2
6,11,14,32,66,68,49,24,36,36,2
15,40,41,105,223,229,165,79,54,54,2
21,56,54,141,300,308,221,107,65,64,2
18,47,47,122,259,264,190,92,58,60,2
4,7,10,22,44,46,34,17,32,34,2
20,55,54,139,295,302,218,105,64,64,2
21,56,54,141,300,308,221,106,66,64,2
5,11,14,32,66,68,49,25,36,36,2
16,43,44,113,240,246,178,85,58,56,2
21,56,54,142,301,308,222,107,66,64,2
15,40,41,106,224,229,165,79,54,56,2
5,11,14,32,67,67,49,24,36,36,2
21,56,54,140,298,306,220,106,66,66,2
20,55,53,139,296,303,218,105,64,64,2
4,7,11,22,44,46,34,17,34,32,2
19,52,51,133,283,289,208,100,62,63,2
21,56,54,142,300,307,222,106,66,64,2
10,26,29,70,147,151,109,53,46,48,2
10,22,26,61,127,131,94,46,44,44,2
21,56,54,142,301,308,222,107,66,66,2
20,53,52,134,286,293,211,101,64,64,2
4,7,10,22,44,46,34,17,34,34,2
20,54,53,138,292,300,216,104,64,64,2
21,56,54,141,300,308,221,106,66,66,2
6,14,18,42,87,88,65,32,38,40,2
14,36,38,97,205,210,151,73,52,54,2
21,56,54,141,300,308,222,106,64,66,2
18,47,47,122,258,264,190,92,60,60,2
4,7,10,22,44,46,34,17,34,32,2
20,55,54,139,294,302,217,105,66,66,2
21,56,54,141,297,305,219,105,64,66,2
4,7,11,22,44,46,34,17,34,34,2
19,51,51,130,276,282,204,98,62,62,2
21,56,54,142,300,308,222,107,66,64,2
14,36,38,98,206,210,151,73,54,54,2
7,14,18,42,86,89,64,32,38,40,2
21,56,55,142,301,308,222,107,66,64,2
20,54,53,138,292,300,216,104,64,64,2
3,7,10,22,44,46,34,17,34,34,2
20,55,53,138,293,300,216,104,64,64,2
21,56,54,142,301,308,221,106,64,64,2
5,11,14,32,66,67,49,25,37,36,2
18,47,47,122,258,264,190,92,60,60,2
21,56,54,141,300,308,222,106,66,66,2
14,33,36,87,184,189,136,66,50,50,2
10,22,26,61,127,131,94,47,44,44,2
21,56,55,142,300,308,222,107,66,66,2
19,52,51,133,283,289,208,100,62,64,2
3,7,10,22,44,46,34,17,34,34,2
21,55,53,139,295,303,218,105,66,66,2
21,55,54,140,297,305,220,105,64,64,2
4,7,10,21,44,46,34,17,34,34,2
19,51,50,130,276,282,204,99,64,62,2
21,56,54,141,300,307,221,106,66,66,2
14,36,40,98,206,210,151,73,54,54,2
7,14,18,42,86,88,65,32,40,40,2
21,56,54,141,300,307,221,106,66,66,2
20,54,53,137,293,299,215,104,66,64,2
4,7,10,22,44,46,34,17,34,34,2
20,54,53,136,287,295,213,102,64,64,2
21,56,54,141,298,306,221,106,66,66,2
6,11,14,32,66,67,49,25,38,38,2
16,43,45,113,240,246,177,86,58,58,2
21,56,54,141,298,306,221,106,66,66,2
14,36,38,98,205,210,151,73,53,54,2
7,14,18,42,86,89,65,32,40,40,2
21,56,54,141,298,306,221,106,66,66,2
20,53,52,134,284,291,210,101,64,64,2
4,7,10,21,44,46,34,17,34,34,2
20,55,53,138,294,301,217,105,66,66,2
21,56,54,141,299,305,221,106,66,66,2
4,7,10,21,44,46,34,18,34,34,2
19,51,51,130,276,282,204,98,64,62,2
21,56,54,141,299,307,222,106,66,66,2
11,29,32,78,165,170,122,60,50,50,2
9,22,26,61,127,131,95,46,46,46,2
21,56,54,141,299,307,221,107,66,66,2
19,52,51,132,282,288,207,100,62,63,2
4,7,11,22,44,46,34,17,34,34,2
21,56,54,140,297,305,220,106,66,66,2
20,55,53,139,294,302,218,105,66,66,2
4,7,11,22,44,46,34,17,34,34,2
20,54,52,136,289,296,213,103,66,64,2
21,56,54,141,300,308,221,106,66,66,2
7,14,18,42,86,89,65,32,40,40,2
15,40,42,105,223,229,165,79,56,56,2
21,56,54,141,299,308,222,107,66,66,2
15,40,42,106,223,229,165,80,56,56,2
5,11,14,32,66,67,49,25,36,38,2
21,56,54,140,297,304,220,106,66,66,2
20,55,53,139,294,301,218,105,64,66,2
4,7,11,22,44,46,34,17,34,34,2
19,52,52,132,282,288,207,100,64,64,2
21,56,54,141,299,306,222,106,66,66,2
12,29,33,78,166,169,122,60,49,50,2
8,18,22,51,106,110,79,39,42,42,2
21,56,55,141,300,308,222,107,70,68,2
20,54,52,136,289,296,213,102,66,68,2
3,7,11,22,44,46,34,17,34,34,2
20,54,53,136,289,295,214,103,66,64,2
21,56,54,141,300,308,222,107,66,66,2
8,18,22,51,106,110,79,39,42,42,2
14,32,36,87,183,188,136,66,50,50,2
21,56,54,141,300,308,222,107,66,66,2
19,51,51,130,276,283,205,99,64,62,2
4,7,11,22,44,46,34,17,34,34,2
21,55,54,139,295,303,218,105,66,64,2
21,56,54,142,300,308,222,107,66,66,2
4,7,11,22,44,46,34,17,34,34,2
19,51,51,129,277,284,205,99,62,62,2
21,57,55,142,301,309,223,107,66,66,2
15,40,42,106,223,230,165,80,56,56,2
5,11,14,32,66,67,49,25,38,38,2
21,56,54,141,299,308,221,106,66,66,2
21,56,54,140,296,303,219,105,64,66,2
4,7,11,22,44,46,34,18,34,34,2
20,53,52,133,282,290,209,101,64,64,2
21,57,55,142,301,308,223,107,66,66,2
12,29,33,78,166,170,123,59,48,48,2
8,18,22,51,106,109,79,39,44,42,2
21,57,55,142,301,310,224,107,66,66,2
20,54,53,137,290,298,215,103,66,64,2
4,7,10,22,44,46,34,17,34,34,2
20,54,53,137,290,298,215,103,66,66,2
21,57,55,142,302,309,223,108,66,68,2
8,18,22,51,106,110,79,39,42,42,2
10,26,29,70,147,151,109,53,46,48,2
21,57,55,142,302,309,223,107,66,66,2
20,54,52,135,287,294,212,102,64,64,2
3,7,10,22,44,46,34,17,34,34,2
20,55,53,137,290,298,215,104,64,65,2
21,57,55,143,301,311,224,108,66,66,2
12,30,33,78,165,170,123,59,48,49,2
7,15,18,42,86,89,65,32,40,40,2
21,57,55,142,300,308,222,107,66,66,2
21,56,55,141,300,309,222,107,66,65,2
5,11,14,32,66,68,49,25,36,36,2
14,36,40,97,205,210,151,73,52,54,2
21,57,55,143,302,311,225,108,66,66,2
20,55,53,138,291,300,216,104,64,64,2
4,7,11,22,44,46,34,17,34,34,2
19,51,51,130,276,282,205,99,62,62,2
21,57,55,143,303,311,225,109,66,66,2
19,52,51,130,276,284,205,99,63,62,2
4,7,10,22,44,46,34,17,34,34,2
20,54,53,136,289,297,214,103,64,64,2
21,57,55,143,304,312,225,108,66,66,2
14,36,40,98,205,210,152,73,52,54,2
4,7,10,22,44,46,34,17,34,34,2
21,56,55,141,297,307,221,107,66,66,2
21,58,55,144,305,314,227,109,66,66,2
11,26,30,70,147,151,109,53,48,47,2
5,11,14,32,66,67,49,25,34,38,2
22,57,56,143,302,310,225,108,78,64,2
7,24,25,39,65,78,70,40,16,16,3
8,28,28,44,73,89,80,44,18,18,3
8,28,29,45,74,90,81,45,18,18,3
7,24,25,39,65,79,71,40,16,16,3
5,15,18,27,44,55,50,28,12,14,3
4,15,18,27,44,56,51,29,14,14,3
6,20,22,33,54,67,62,35,16,14,3
7,24,25,39,65,78,70,40,16,16,3
7,28,28,44,73,89,80,44,18,18,3
8,28,29,45,74,90,81,45,18,18,3
6,19,21,33,54,66,61,34,14,14,3
5,15,18,27,44,55,50,28,12,12,3
5,15,18,27,44,56,52,29,12,14,3
6,19,21,33,54,67,62,35,14,14,3
8,28,28,44,73,89,79,44,18,18,3
7,28,29,45,73,89,81,46,18,18,3
